unix_ms,rel_ms,tag_id,pass_id,rssi
946754861153,136985,1,1,-55
946754861154,136990,1,1,-55
946754861154,136995,1,1,-55
946754861155,137000,1,1,-55
946754861155,137005,1,1,-55
946754861156,137010,1,1,-55
946754861156,137015,1,1,-55
946754861157,137020,1,1,-55
946754861157,137025,1,1,-55
946754861158,137030,1,1,-55
946754861158,137035,1,1,-55
946754861158,137040,1,1,-55
946754861159,137044,1,1,-55
946754861159,137050,1,1,-55
946754861160,137055,1,1,-55
946754861160,137060,1,1,-55
946754861161,137065,1,1,-55
946754861161,137070,1,1,-55
946754861162,137075,1,1,-55
946754861172,137080,1,1,-55
946754861172,137084,1,1,-55
946754861177,137090,1,1,-55
946754861182,137095,1,1,-55
946754861186,137100,1,1,-55
946754861191,137105,1,1,-55
946754861196,137110,1,1,-55
946754861201,137115,1,1,-55
946754861206,137120,1,1,-55
946754861211,137125,1,1,-55
946754861216,137130,1,1,-55
946754861222,137135,1,1,-55
946754861227,137140,1,1,-55
946754861231,137145,1,1,-55
946754861236,137150,1,1,-55
946754861241,137155,1,1,-55
946754861246,137160,1,1,-55
946754861251,137165,1,1,-55
946754861256,137169,1,1,-55
946754861262,137175,1,1,-55
946754861267,137180,1,1,-55
946754861271,137185,1,1,-55
946754861276,137190,1,1,-55
946754861281,137195,1,1,-55
946754861286,137200,1,1,-55
946754861291,137205,1,1,-55
946754861296,137209,1,1,-55
946754861302,137215,1,1,-55
946754861307,137220,1,1,-55
946754861312,137225,1,1,-55
946754861316,137230,1,1,-55
946754861321,137235,1,1,-55
946754861326,137240,1,1,-55
946754861331,137245,1,1,-55
946754861336,137250,1,1,-55
946754861341,137255,1,1,-55
946754861347,137260,1,1,-55
946754861352,137265,1,1,-55
946754861356,137270,1,1,-55
946754861361,137275,1,1,-55
946754861366,137280,1,1,-55
946754861371,137285,1,1,-55
946754861376,137290,1,1,-55
946754861381,137294,1,1,-55
946754861387,137300,1,1,-55
946754861392,137305,1,1,-55
946754861396,137310,1,1,-55
946754861408,137315,1,1,-55
946754861408,137320,1,1,-55
946754861411,137325,1,1,-55
946754861416,137330,1,1,-55
946754861421,137334,1,1,-55
946754861427,137340,1,1,-55
946754861432,137345,1,1,-55
946754861436,137350,1,1,-55
946754861441,137355,1,1,-55
946754861446,137360,1,1,-55
946754861640,137365,1,1,-55
946754861640,137370,1,1,-55
946754861641,137375,1,1,-55
946754861641,137380,1,1,-55
946754861642,137385,1,1,-55
946754861642,137390,1,1,-55
946754861643,137395,1,1,-55
946754861643,137400,1,1,-55
946754861644,137405,1,1,-55
946754861644,137410,1,1,-55
946754861645,137415,1,1,-55
946754861645,137419,1,1,-55
946754861646,137425,1,1,-55
946754861646,137430,1,1,-55
946754861647,137435,1,1,-55
946754861647,137440,1,1,-55
946754861648,137445,1,1,-55
946754861648,137450,1,1,-55
946754861649,137455,1,1,-55
946754861649,137459,1,1,-55
946754861650,137465,1,1,-55
946754861650,137470,1,1,-55
946754861651,137475,1,1,-55
946754861651,137480,1,1,-55
946754861652,137485,1,1,-55
946754861652,137490,1,1,-55
946754861653,137495,1,1,-55
946754861653,137500,1,1,-55
946754861653,137505,1,1,-55
946754861654,137510,1,1,-55
946754861654,137515,1,1,-55
946754861655,137520,1,1,-55
946754861655,137525,1,1,-55
946754861656,137530,1,1,-55
946754861656,137535,1,1,-55
946754861657,137540,1,1,-55
946754861657,137544,1,1,-55
946754861658,137550,1,1,-55
946754861658,137555,1,1,-55
946754861659,137560,1,1,-55
946754861659,137565,1,1,-55
946754861660,137570,1,1,-55
946754861667,137575,1,1,-55
946754861668,137580,1,1,-55
946754861671,137584,1,1,-55
946754861677,137590,1,1,-55
946754861682,137595,1,1,-55
946754861686,137600,1,1,-55
946754861692,137605,1,1,-55
946754861696,137610,1,1,-55
946754861701,137615,1,1,-55
946754861706,137620,1,1,-55
946754861711,137625,1,1,-55
946754861717,137630,1,1,-55
946754861722,137635,1,1,-55
946754861727,137640,1,1,-55
946754861731,137645,1,1,-55
946754861736,137650,1,1,-55
946754861741,137655,1,1,-55
946754861746,137660,1,1,-55
946754861751,137665,1,1,-55
946754861756,137669,1,1,-55
946754861762,137675,1,1,-55
946754861767,137680,1,1,-55
946754861771,137685,1,1,-55
946754861776,137690,1,1,-55
946754861781,137695,1,1,-55
946754861786,137700,1,1,-55
946754861791,137705,1,1,-55
946754861796,137709,1,1,-55
946754861802,137715,1,1,-55
946754861807,137720,1,1,-55
946754861811,137725,1,1,-55
946754861816,137730,1,1,-55
946754861821,137735,1,1,-55
946754861826,137740,1,1,-55
946754861831,137745,1,1,-55
946754861836,137750,1,1,-55
946754861842,137755,1,1,-55
946754861847,137760,1,1,-55
946754861852,137765,1,1,-55
946754861856,137770,1,1,-55
946754861861,137775,1,1,-55
946754861866,137780,1,1,-55
946754861871,137785,1,1,-55
946754861876,137790,1,1,-55
946754861881,137794,1,1,-55
946754861887,137800,1,1,-55
946754861892,137805,1,1,-55
946754861896,137810,1,1,-55
946754861901,137815,1,1,-55
946754861906,137820,1,1,-54
946754861911,137825,1,1,-55
946754861916,137830,1,1,-55
946754861921,137834,1,1,-55
946754861927,137840,1,1,-55
946754861932,137845,1,1,-55
946754861936,137850,1,1,-55
946754861941,137855,1,1,-55
946754861946,137860,1,1,-55
946754862142,137865,1,1,-55
946754862143,137870,1,1,-55
946754862143,137875,1,1,-55
946754862144,137880,1,1,-55
946754862144,137885,1,1,-55
946754862145,137890,1,1,-55
946754862145,137895,1,1,-55
946754862146,137900,1,1,-55
946754862146,137905,1,1,-55
946754862147,137910,1,1,-55
946754862147,137915,1,1,-55
946754862148,137919,1,1,-54
946754862148,137925,1,1,-55
946754862149,137930,1,1,-55
946754862149,137935,1,1,-55
946754862150,137940,1,1,-55
946754862150,137945,1,1,-54
946754862151,137950,1,1,-55
946754862151,137955,1,1,-54
946754862151,137959,1,1,-55
946754862152,137965,1,1,-55
946754862152,137970,1,1,-54
946754862153,137975,1,1,-54
946754862153,137980,1,1,-54
946754862154,137985,1,1,-54
946754862154,137990,1,1,-54
946754862154,137995,1,1,-54
946754862155,138000,1,1,-54
946754862155,138005,1,1,-54
946754862156,138010,1,1,-54
946754862156,138015,1,1,-54
946754862157,138020,1,1,-54
946754862157,138025,1,1,-54
946754862158,138030,1,1,-54
946754862158,138035,1,1,-55
946754862159,138040,1,1,-54
946754862159,138044,1,1,-54
946754862159,138050,1,1,-54
946754862160,138055,1,1,-54
946754862160,138060,1,1,-54
946754862161,138065,1,1,-54
946754862161,138070,1,1,-54
946754862162,138075,1,1,-54
946754862172,138080,1,1,-54
946754862172,138084,1,1,-54
946754862177,138090,1,1,-54
946754862182,138095,1,1,-54
946754862186,138100,1,1,-54
946754862191,138105,1,1,-54
946754862196,138110,1,1,-54
946754862201,138115,1,1,-54
946754862206,138120,1,1,-54
946754862211,138125,1,1,-54
946754862217,138130,1,1,-54
946754862222,138135,1,1,-54
946754862226,138140,1,1,-54
946754862231,138145,1,1,-54
946754862236,138150,1,1,-54
946754862241,138155,1,1,-54
946754862246,138160,1,1,-54
946754862251,138165,1,1,-54
946754862256,138170,1,1,-54
946754862262,138175,1,1,-54
946754862267,138180,1,1,-54
946754862271,138185,1,1,-54
946754862276,138190,1,1,-54
946754862281,138195,1,1,-54
946754862286,138200,1,1,-54
946754862291,138205,1,1,-54
946754862296,138209,1,1,-54
946754862302,138215,1,1,-54
946754862307,138220,1,1,-54
946754862312,138225,1,1,-54
946754862316,138230,1,1,-54
946754862321,138235,1,1,-54
946754862326,138240,1,1,-54
946754862331,138245,1,1,-54
946754862336,138250,1,1,-54
946754862342,138255,1,1,-54
946754862347,138260,1,1,-54
946754862351,138265,1,1,-54
946754862356,138270,1,1,-54
946754862361,138275,1,1,-54
946754862366,138280,1,1,-54
946754862371,138285,1,1,-54
946754862376,138290,1,1,-54
946754862381,138295,1,1,-54
946754862387,138300,1,1,-54
946754862391,138305,1,1,-54
946754862396,138310,1,1,-54
946754862408,138315,1,1,-54
946754862408,138320,1,1,-54
946754862411,138325,1,1,-54
946754862416,138330,1,1,-54
946754862421,138334,1,1,-54
946754862427,138340,1,1,-54
946754862432,138345,1,1,-54
946754862436,138350,1,1,-54
946754862441,138355,1,1,-54
946754862446,138360,1,1,-54
946754862640,138365,1,1,-54
946754862640,138370,1,1,-54
946754862641,138375,1,1,-54
946754862641,138380,1,1,-54
946754862642,138385,1,1,-54
946754862642,138390,1,1,-55
946754862643,138395,1,1,-55
946754862643,138400,1,1,-55
946754862643,138405,1,1,-55
946754862644,138410,1,1,-55
946754862644,138415,1,1,-55
946754862645,138420,1,1,-55
946754862645,138425,1,1,-55
946754862646,138430,1,1,-55
946754862646,138435,1,1,-55
946754862647,138440,1,1,-55
946754862647,138445,1,1,-55
946754862648,138450,1,1,-55
946754862648,138455,1,1,-55
946754862649,138459,1,1,-55
946754862649,138465,1,1,-55
946754862650,138470,1,1,-55
946754862650,138475,1,1,-55
946754862651,138480,1,1,-55
946754862651,138485,1,1,-55
946754862652,138490,1,1,-54
946754862652,138495,1,1,-54
946754862653,138500,1,1,-55
946754862653,138505,1,1,-55
946754862653,138510,1,1,-55
946754862654,138515,1,1,-55
946754862654,138520,1,1,-55
946754862655,138525,1,1,-55
946754862655,138530,1,1,-56
946754862656,138535,1,1,-55
946754862656,138540,1,1,-56
946754862657,138545,1,1,-56
946754862657,138550,1,1,-56
946754862658,138555,1,1,-56
946754862658,138560,1,1,-56
946754862659,138565,1,1,-56
946754862659,138570,1,1,-56
946754862670,138575,1,1,-55
946754862671,138580,1,1,-56
946754862671,138584,1,1,-55
946754862677,138590,1,1,-55
946754862682,138595,1,1,-55
946754862686,138600,1,1,-54
946754862691,138605,1,1,-54
946754862696,138610,1,1,-54
946754862701,138615,1,1,-53
946754862706,138620,1,1,-53
946754862711,138625,1,1,-52
946754862717,138630,1,1,-52
946754862722,138635,1,1,-52
946754862726,138640,1,1,-51
946754862731,138645,1,1,-53
946754862736,138650,1,1,-51
946754862741,138655,1,1,-50
946754862746,138660,1,1,-50
946754862751,138665,1,1,-50
946754862757,138670,1,1,-49
946754862762,138675,1,1,-49
946754862766,138680,1,1,-49
946754862771,138685,1,1,-49
946754862776,138690,1,1,-48
946754862781,138695,1,1,-48
946754862786,138700,1,1,-48
946754862791,138705,1,1,-48
946754862796,138709,1,1,-48
946754862802,138715,1,1,-48
946754862807,138720,1,1,-48
946754862811,138725,1,1,-48
946754862816,138730,1,1,-48
946754862821,138735,1,1,-48
946754862826,138740,1,1,-48
946754862831,138745,1,1,-48
946754862836,138750,1,1,-47
946754862842,138755,1,1,-47
946754862847,138760,1,1,-48
946754862851,138765,1,1,-47
946754862856,138770,1,1,-47
946754862861,138775,1,1,-47
946754862866,138780,1,1,-48
946754862871,138785,1,1,-48
946754862876,138790,1,1,-48
946754862882,138795,1,1,-48
946754862887,138800,1,1,-48
946754862891,138805,1,1,-48
946754862896,138810,1,1,-48
946754862901,138815,1,1,-48
946754862906,138820,1,1,-48
946754862911,138825,1,1,-47
946754862916,138830,1,1,-48
946754862921,138834,1,1,-48
946754862927,138840,1,1,-48
946754862932,138845,1,1,-48
946754862936,138850,1,1,-48
946754862941,138855,1,1,-48
946754862946,138860,1,1,-48
946754863142,138865,1,1,-48
946754863143,138870,1,1,-48
946754863143,138875,1,1,-48
946754863144,138880,1,1,-48
946754863144,138885,1,1,-48
946754863145,138890,1,1,-48
946754863145,138895,1,1,-49
946754863146,138900,1,1,-49
946754863146,138905,1,1,-49
946754863147,138910,1,1,-49
946754863147,138915,1,1,-49
946754863148,138920,1,1,-49
946754863148,138925,1,1,-49
946754863149,138930,1,1,-49
946754863149,138935,1,1,-49
946754863150,138940,1,1,-49
946754863150,138945,1,1,-49
946754863151,138950,1,1,-49
946754863151,138955,1,1,-49
946754863152,138959,1,1,-48
946754863152,138965,1,1,-49
946754863153,138970,1,1,-50
946754863153,138975,1,1,-49
946754863154,138980,1,1,-48
946754863154,138985,1,1,-49
946754863155,138990,1,1,-48
946754863155,138995,1,1,-48
946754863155,139000,1,1,-48
946754863156,139005,1,1,-48
946754863156,139010,1,1,-48
946754863157,139015,1,1,-48
946754863157,139020,1,1,-48
946754863158,139025,1,1,-48
946754863158,139030,1,1,-48
946754863159,139035,1,1,-48
946754863159,139040,1,1,-48
946754863160,139045,1,1,-48
946754863160,139050,1,1,-48
946754863161,139055,1,1,-48
946754863161,139060,1,1,-48
946754863162,139065,1,1,-48
946754863162,139070,1,1,-48
946754863163,139075,1,1,-47
946754863170,139080,1,1,-47
946754863171,139084,1,1,-47
946754863177,139090,1,1,-47
946754863182,139095,1,1,-47
946754863186,139100,1,1,-47
946754863191,139105,1,1,-47
946754863196,139110,1,1,-47
946754863201,139115,1,1,-47
946754863206,139120,1,1,-46
946754863211,139125,1,1,-46
946754863217,139130,1,1,-46
946754863222,139135,1,1,-46
946754863226,139140,1,1,-46
946754863231,139145,1,1,-46
946754863236,139150,1,1,-46
946754863241,139155,1,1,-46
946754863246,139160,1,1,-46
946754863251,139165,1,1,-46
946754863257,139170,1,1,-46
946754863262,139175,1,1,-46
946754863266,139180,1,1,-46
946754863271,139185,1,1,-47
946754863276,139190,1,1,-46
946754863281,139195,1,1,-46
946754863286,139200,1,1,-46
946754863291,139205,1,1,-46
946754863296,139209,1,1,-46
946754863302,139215,1,1,-46
946754863307,139220,1,1,-45
946754863311,139225,1,1,-46
946754863316,139230,1,1,-46
946754863321,139235,1,1,-46
946754863326,139240,1,1,-46
946754863331,139245,1,1,-45
946754863336,139250,1,1,-45
946754863342,139255,1,1,-45
946754863347,139260,1,1,-45
946754863351,139265,1,1,-45
946754863356,139270,1,1,-45
946754863361,139275,1,1,-45
946754863366,139280,1,1,-45
946754863371,139285,1,1,-45
946754863376,139290,1,1,-45
946754863382,139295,1,1,-45
946754863387,139300,1,1,-45
946754863391,139305,1,1,-45
946754863396,139310,1,1,-45
946754863408,139315,1,1,-45
946754863408,139320,1,1,-45
946754863411,139325,1,1,-46
946754863416,139330,1,1,-46
946754863421,139335,1,1,-45
946754863427,139340,1,1,-45
946754863431,139345,1,1,-46
946754863436,139350,1,1,-45
946754863441,139355,1,1,-45
946754863446,139360,1,1,-45
946754863640,139365,1,1,-45
946754863640,139370,1,1,-45
946754863641,139375,1,1,-45
946754863641,139380,1,1,-45
946754863642,139385,1,1,-46
946754863642,139390,1,1,-46
946754863643,139395,1,1,-46
946754863643,139400,1,1,-46
946754863643,139405,1,1,-46
946754863644,139410,1,1,-46
946754863644,139415,1,1,-46
946754863645,139420,1,1,-46
946754863645,139425,1,1,-46
946754863646,139430,1,1,-46
946754863646,139435,1,1,-46
946754863647,139440,1,1,-46
946754863647,139445,1,1,-46
946754863648,139450,1,1,-47
946754863648,139455,1,1,-47
946754863648,139460,1,1,-47
946754863649,139465,1,1,-47
946754863649,139470,1,1,-47
946754863650,139475,1,1,-47
946754863650,139480,1,1,-47
946754863651,139485,1,1,-46
946754863651,139490,1,1,-46
946754863652,139495,1,1,-46
946754863652,139500,1,1,-46
946754863653,139505,1,1,-46
946754863653,139510,1,1,-46
946754863654,139515,1,1,-46
946754863654,139520,1,1,-47
946754863654,139525,1,1,-45
946754863655,139530,1,1,-45
946754863655,139535,1,1,-45
946754863656,139540,1,1,-45
946754863656,139545,1,1,-45
946754863657,139550,1,1,-46
946754863657,139555,1,1,-45
946754863658,139560,1,1,-45
946754863658,139565,1,1,-45
946754863659,139570,1,1,-45
946754863669,139575,1,1,-45
946754863669,139580,1,1,-45
946754863671,139585,1,1,-45
946754863677,139590,1,1,-45
946754863681,139595,1,1,-45
946754863686,139600,1,1,-45
946754863691,139605,1,1,-44
946754863696,139610,1,1,-46
946754863701,139615,1,1,-46
946754863706,139620,1,1,-46
946754863711,139625,1,1,-46
946754863717,139630,1,1,-46
946754863722,139635,1,1,-46
946754863726,139640,1,1,-47
946754863731,139645,1,1,-47
946754863736,139650,1,1,-48
946754863741,139655,1,1,-48
946754863746,139660,1,1,-48
946754863751,139665,1,1,-48
946754863757,139670,1,1,-48
946754863762,139675,1,1,-48
946754863766,139680,1,1,-48
946754863771,139685,1,1,-47
946754863776,139690,1,1,-47
946754863781,139695,1,1,-47
946754863786,139700,1,1,-47
946754863791,139705,1,1,-47
946754863797,139710,1,1,-46
946754863802,139715,1,1,-46
946754863806,139720,1,1,-46
946754863811,139725,1,1,-46
946754863816,139730,1,1,-45
946754863821,139735,1,1,-46
946754863826,139740,1,1,-45
946754863831,139745,1,1,-46
946754863836,139750,1,1,-46
946754863842,139755,1,1,-45
946754863847,139760,1,1,-45
946754863851,139765,1,1,-46
946754863856,139770,1,1,-46
946754863861,139775,1,1,-46
946754863866,139780,1,1,-46
946754863871,139785,1,1,-46
946754863876,139790,1,1,-46
946754863882,139795,1,1,-46
946754863887,139800,1,1,-46
946754863891,139805,1,1,-46
946754863896,139810,1,1,-46
946754863901,139815,1,1,-47
946754863906,139820,1,1,-47
946754863911,139825,1,1,-47
946754863916,139830,1,1,-47
946754863922,139835,1,1,-47
946754863927,139840,1,1,-47
946754863931,139845,1,1,-47
946754863936,139850,1,1,-46
946754863941,139855,1,1,-46
946754863946,139860,1,1,-46
946754864142,139865,1,1,-47
946754864143,139870,1,1,-46
946754864143,139875,1,1,-46
946754864144,139880,1,1,-46
946754864144,139885,1,1,-46
946754864145,139890,1,1,-47
946754864145,139895,1,1,-46
946754864146,139900,1,1,-46
946754864146,139905,1,1,-46
946754864147,139910,1,1,-47
946754864147,139915,1,1,-47
946754864148,139920,1,1,-46
946754864148,139925,1,1,-46
946754864149,139930,1,1,-46
946754864149,139935,1,1,-45
946754864150,139940,1,1,-45
946754864150,139945,1,1,-46
946754864151,139950,1,1,-46
946754864151,139955,1,1,-46
946754864152,139960,1,1,-47
946754864152,139965,1,1,-47
946754864153,139970,1,1,-46
946754864153,139975,1,1,-47
946754864154,139980,1,1,-46
946754864154,139985,1,1,-46
946754864155,139990,1,1,-46
946754864155,139995,1,1,-46
946754864156,140000,1,1,-46
946754864156,140005,1,1,-46
946754864157,140010,1,1,-47
946754864157,140015,1,1,-47
946754864158,140020,1,1,-46
946754864158,140025,1,1,-46
946754864158,140030,1,1,-46
946754864159,140035,1,1,-46
946754864159,140040,1,1,-46
946754864160,140045,1,1,-45
946754864160,140050,1,1,-45
946754864161,140055,1,1,-45
946754864161,140060,1,1,-46
946754864162,140065,1,1,-46
946754864162,140070,1,1,-46
946754864163,140075,1,1,-46
946754864173,140080,1,1,-46
946754864174,140085,1,1,-46
946754864177,140090,1,1,-46
946754864181,140095,1,1,-46
946754864186,140100,1,1,-46
946754864191,140105,1,1,-46
946754864196,140110,1,1,-47
946754864201,140115,1,1,-46
946754864206,140120,1,1,-46
946754864211,140125,1,1,-46
946754864217,140130,1,1,-47
946754864222,140135,1,1,-46
946754864226,140140,1,1,-47
946754864231,140145,1,1,-46
946754864236,140150,1,1,-47
946754864241,140155,1,1,-47
946754864246,140160,1,1,-47
946754864251,140165,1,1,-47
946754864257,140170,1,1,-47
946754864262,140175,1,1,-47
946754864266,140180,1,1,-48
946754864271,140185,1,1,-48
946754864276,140190,1,1,-48
946754864281,140195,1,1,-47
946754864286,140200,1,1,-47
946754864291,140205,1,1,-47
946754864297,140210,1,1,-47
946754864302,140215,1,1,-47
946754864306,140220,1,1,-46
946754864311,140225,1,1,-47
946754864316,140230,1,1,-47
946754864321,140235,1,1,-47
946754864326,140240,1,1,-47
946754864331,140245,1,1,-47
946754864336,140250,1,1,-47
946754864342,140255,1,1,-47
946754864346,140260,1,1,-48
946754864351,140265,1,1,-48
946754864356,140270,1,1,-48
946754864361,140275,1,1,-48
946754864366,140280,1,1,-48
946754864371,140285,1,1,-49
946754864376,140290,1,1,-49
946754864382,140295,1,1,-49
946754864387,140300,1,1,-49
946754864391,140305,1,1,-49
946754864396,140310,1,1,-50
946754864408,140315,1,1,-50
946754864408,140320,1,1,-51
946754864411,140325,1,1,-51
946754864416,140330,1,1,-52
946754864422,140335,1,1,-53
946754864427,140340,1,1,-54
946754864431,140345,1,1,-55
946754864436,140350,1,1,-56
946754864441,140355,1,1,-57
946754864446,140360,1,1,-58
946754864640,140365,1,1,-57
946754864640,140370,1,1,-56
946754864641,140375,1,1,-55
946754864641,140380,1,1,-53
946754864642,140385,1,1,-51
946754864642,140390,1,1,-49
946754864643,140395,1,1,-47
946754864643,140400,1,1,-46
946754864644,140405,1,1,-46
946754864644,140410,1,1,-45
946754864645,140415,1,1,-44
946754864645,140420,1,1,-44
946754864646,140425,1,1,-44
946754864646,140430,1,1,-44
946754864647,140435,1,1,-44
946754864647,140440,1,1,-44
946754864648,140445,1,1,-44
946754864648,140450,1,1,-44
946754864649,140455,1,1,-44
946754864649,140460,1,1,-43
946754864650,140465,1,1,-44
946754864650,140470,1,1,-43
946754864651,140475,1,1,-44
946754864651,140480,1,1,-44
946754864652,140485,1,1,-44
946754864652,140490,1,1,-43
946754864653,140495,1,1,-43
946754864653,140500,1,1,-42
946754864653,140505,1,1,-43
946754864654,140510,1,1,-44
946754864654,140515,1,1,-44
946754864655,140520,1,1,-44
946754864655,140525,1,1,-45
946754864656,140530,1,1,-44
946754864656,140535,1,1,-45
946754864656,140540,1,1,-45
946754864657,140545,1,1,-46
946754864657,140550,1,1,-47
946754864658,140555,1,1,-48
946754864658,140560,1,1,-48
946754864659,140565,1,1,-49
